Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Dewpoint Temperature [C](TimeStep) 
 01/12  18:40:00,5.566666666666666,3.6999999999999999 
 01/12  18:50:00,5.283333333333333,3.8 
 01/12  19:00:00,5.0,3.9 
 01/12  19:10:00,5.1000000000000009,3.9 
 01/12  19:20:00,5.2,3.9 
 01/12  19:30:00,5.3,3.9 
 01/12  19:40:00,5.4,3.8999999999999996 
 01/12  19:50:00,5.5,3.9 
 01/12  20:00:00,5.6,3.9 
 01/12  20:10:00,5.6000000000000009,3.9 
 01/12  20:20:00,5.6,3.9 
 01/12  20:30:00,5.6,3.9 
 01/12  20:40:00,5.6,3.8999999999999996 
 01/12  20:50:00,5.6,3.9 
 01/12  21:00:00,5.6,3.9 
 01/12  21:10:00,5.6000000000000009,3.6166666666666669 
 01/12  21:20:00,5.6,3.3333333333333337 
 01/12  21:30:00,5.6,3.05 
 01/12  21:40:00,5.6,2.7666666666666668 
 01/12  21:50:00,5.6,2.4833333333333336 
 01/12  22:00:00,5.6,2.2 
 01/12  22:10:00,5.5,2.0166666666666668 
 01/12  22:20:00,5.4,1.8333333333333338 
 01/12  22:30:00,5.3,1.6500000000000002 
 01/12  22:40:00,5.199999999999999,1.4666666666666668 
 01/12  22:50:00,5.1,1.2833333333333335 
 01/12  23:00:00,5.0,1.1 
 01/12  23:10:00,4.9,1.2000000000000002 
 01/12  23:20:00,4.800000000000001,1.3000000000000003 
 01/12  23:30:00,4.7,1.4 
 01/12  23:40:00,4.6000000000000009,1.5 
 01/12  23:50:00,4.5,1.6 
 01/12  24:00:00,4.4,1.7 
 01/13  00:10:00,4.316666666666666,1.6 
 01/13  00:20:00,4.233333333333334,1.5000000000000003 
 01/13  00:30:00,4.15,1.4 
 01/13  00:40:00,4.066666666666666,1.3000000000000003 
 01/13  00:50:00,3.9833333333333336,1.2 
 01/13  01:00:00,3.9,1.1 
 01/13  01:10:00,3.9,1.1 
 01/13  01:20:00,3.9,1.1 
 01/13  01:30:00,3.9,1.1 
 01/13  01:40:00,3.8999999999999996,1.1 
 01/13  01:50:00,3.9,1.1 
 01/13  02:00:00,3.9,1.1 
 01/13  02:10:00,3.9,1.1 
 01/13  02:20:00,3.9,1.1 
 01/13  02:30:00,3.9,1.1 
 01/13  02:40:00,3.8999999999999996,1.1 
 01/13  02:50:00,3.9,1.1 
 01/13  03:00:00,3.9,1.1 
 01/13  03:10:00,3.9,1.1 
 01/13  03:20:00,3.9,1.1 
 01/13  03:30:00,3.9,1.1 
 01/13  03:40:00,3.8999999999999996,1.1 
 01/13  03:50:00,3.9,1.1 
 01/13  04:00:00,3.9,1.1 
 01/13  04:10:00,3.8,1.1 
 01/13  04:20:00,3.7,1.1 
 01/13  04:30:00,3.5999999999999998,1.1 
 01/13  04:40:00,3.5,1.1 
 01/13  04:50:00,3.4,1.1 
 01/13  05:00:00,3.3,1.1 
 01/13  05:10:00,3.3,1.1 
 01/13  05:20:00,3.3,1.1 
 01/13  05:30:00,3.3,1.1 
 01/13  05:40:00,3.3,1.1 
 01/13  05:50:00,3.3,1.1 
 01/13  06:00:00,3.3,1.1 
 01/13  06:10:00,3.216666666666667,1.0166666666666669 
 01/13  06:20:00,3.1333333333333335,0.9333333333333335 
 01/13  06:30:00,3.05,0.8500000000000001 
 01/13  06:40:00,2.966666666666667,0.7666666666666667 
 01/13  06:50:00,2.8833333333333335,0.6833333333333334 
 01/13  07:00:00,2.8,0.6 
 01/13  07:10:00,2.8000000000000004,0.6 
 01/13  07:20:00,2.8,0.6 
 01/13  07:30:00,2.8,0.6 
 01/13  07:40:00,2.8,0.6 
 01/13  07:50:00,2.8,0.6 
 01/13  08:00:00,2.8,0.6 
 01/13  08:10:00,2.8000000000000004,0.6 
 01/13  08:20:00,2.8,0.6 
 01/13  08:30:00,2.8,0.6 
 01/13  08:40:00,2.8,0.6 
 01/13  08:50:00,2.8,0.6 
 01/13  09:00:00,2.8,0.6 
 01/13  09:10:00,2.8833333333333335,0.6 
 01/13  09:20:00,2.966666666666667,0.6 
 01/13  09:30:00,3.05,0.6 
 01/13  09:40:00,3.133333333333333,0.6 
 01/13  09:50:00,3.2166666666666665,0.6 
 01/13  10:00:00,3.3,0.6 
 01/13  10:10:00,3.4,0.7833333333333333 
 01/13  10:20:00,3.5,0.9666666666666667 
 01/13  10:30:00,3.5999999999999998,1.15 
 01/13  10:40:00,3.6999999999999999,1.3333333333333333 
 01/13  10:50:00,3.8,1.5166666666666667 
 01/13  11:00:00,3.9,1.7 
 01/13  11:10:00,3.9833333333333336,1.7000000000000002 
 01/13  11:20:00,4.066666666666666,1.7000000000000002 
 01/13  11:30:00,4.15,1.7 
 01/13  11:40:00,4.233333333333333,1.7000000000000002 
 01/13  11:50:00,4.316666666666666,1.7 
 01/13  12:00:00,4.4,1.7 
 01/13  12:10:00,4.5,1.7000000000000002 
 01/13  12:20:00,4.6000000000000009,1.7000000000000002 
 01/13  12:30:00,4.7,1.7 
 01/13  12:40:00,4.8,1.7000000000000002 
 01/13  12:50:00,4.9,1.7 
 01/13  13:00:00,5.0,1.7 
 01/13  13:10:00,5.0,1.7000000000000002 
 01/13  13:20:00,5.0,1.7000000000000002 
 01/13  13:30:00,5.0,1.7 
 01/13  13:40:00,5.0,1.7000000000000002 
 01/13  13:50:00,5.0,1.7 
 01/13  14:00:00,5.0,1.7 
 01/13  14:10:00,5.0,1.7000000000000002 
 01/13  14:20:00,5.0,1.7000000000000002 
 01/13  14:30:00,5.0,1.7 
 01/13  14:40:00,5.0,1.7000000000000002 
 01/13  14:50:00,5.0,1.7 
 01/13  15:00:00,5.0,1.7 
 01/13  15:10:00,4.716666666666667,1.7833333333333335 
 01/13  15:20:00,4.433333333333334,1.866666666666667 
 01/13  15:30:00,4.15,1.9500000000000002 
 01/13  15:40:00,3.8666666666666669,2.0333333333333338 
 01/13  15:50:00,3.583333333333333,2.1166666666666669 
 01/13  16:00:00,3.3,2.2 
 01/13  16:10:00,3.1166666666666669,2.0166666666666668 
 01/13  16:20:00,2.9333333333333337,1.8333333333333338 
 01/13  16:30:00,2.75,1.6500000000000002 
 01/13  16:40:00,2.566666666666667,1.4666666666666668 
 01/13  16:50:00,2.3833333333333335,1.2833333333333335 
 01/13  17:00:00,2.2,1.1 
 01/13  17:10:00,2.0166666666666668,1.0166666666666669 
 01/13  17:20:00,1.8333333333333338,0.9333333333333335 
 01/13  17:30:00,1.6500000000000002,0.8500000000000001 
 01/13  17:40:00,1.4666666666666668,0.7666666666666667 
 01/13  17:50:00,1.2833333333333335,0.6833333333333334 
 01/13  18:00:00,1.1,0.6 
 01/13  18:10:00,1.0166666666666669,0.6 
 01/13  18:20:00,0.9333333333333335,0.6 
 01/13  18:30:00,0.8500000000000001,0.6 
 01/13  18:40:00,0.7666666666666667,0.6 
 01/13  18:50:00,0.6833333333333334,0.6 
 01/13  19:00:00,0.6,0.5999953305764194 
 01/13  19:10:00,0.6,0.5999951773143079 
 01/13  19:20:00,0.6,0.5999947073388865 
 01/13  19:30:00,0.6,0.5999975055910173 
 01/13  19:40:00,0.6,0.599996390697629 
 01/13  19:50:00,0.6,0.5999949586994277 
 01/13  20:00:00,0.6,0.599996810993392 
 01/13  20:10:00,0.6,0.599996810993392 
 01/13  20:20:00,0.6,0.599996810993392 
 01/13  20:30:00,0.6,0.599996810993392 
 01/13  20:40:00,0.6,0.599996810993392 
 01/13  20:50:00,0.6,0.599996810993392 
 01/13  21:00:00,0.6,0.599996810993392 
 01/13  21:10:00,0.6,0.599996810993392 
 01/13  21:20:00,0.6,0.599996810993392 
 01/13  21:30:00,0.6,0.599996810993392 
 01/13  21:40:00,0.6,0.599996810993392 
 01/13  21:50:00,0.6,0.599996810993392 
 01/13  22:00:00,0.6,0.599996810993392 
 01/13  22:10:00,0.6,0.599996810993392 
 01/13  22:20:00,0.6,0.599996810993392 
 01/13  22:30:00,0.6,0.599996810993392 
 01/13  22:40:00,0.6,0.599996810993392 
 01/13  22:50:00,0.6,0.599996810993392 
 01/13  23:00:00,0.6,0.599996810993392 
 01/13  23:10:00,0.6,0.599996810993392 
 01/13  23:20:00,0.6,0.599996810993392 
 01/13  23:30:00,0.6,0.599996810993392 
 01/13  23:40:00,0.6,0.599996810993392 
 01/13  23:50:00,0.6,0.599996810993392 
 01/13  24:00:00,0.6,0.599996810993392 
 01/14  00:10:00,0.6833333333333334,0.6 
 01/14  00:20:00,0.7666666666666667,0.6 
 01/14  00:30:00,0.8500000000000001,0.6 
 01/14  00:40:00,0.9333333333333334,0.6 
 01/14  00:50:00,1.0166666666666667,0.6 
 01/14  01:00:00,1.1,0.6 
 01/14  01:10:00,1.2000000000000002,0.6833333333333334 
 01/14  01:20:00,1.3000000000000003,0.7666666666666667 
 01/14  01:30:00,1.4,0.8500000000000001 
 01/14  01:40:00,1.5,0.9333333333333334 
 01/14  01:50:00,1.6,1.0166666666666667 
 01/14  02:00:00,1.7,1.1 
 01/14  02:10:00,1.7833333333333335,1.1 
 01/14  02:20:00,1.866666666666667,1.1 
 01/14  02:30:00,1.9500000000000002,1.1 
 01/14  02:40:00,2.0333333333333338,1.1 
 01/14  02:50:00,2.1166666666666669,1.1 
 01/14  03:00:00,2.2,1.1 
 01/14  03:10:00,2.1166666666666669,1.0166666666666669 
 01/14  03:20:00,2.0333333333333338,0.9333333333333335 
 01/14  03:30:00,1.9500000000000002,0.8500000000000001 
 01/14  03:40:00,1.8666666666666668,0.7666666666666667 
 01/14  03:50:00,1.7833333333333335,0.6833333333333334 
 01/14  04:00:00,1.7,0.6 
 01/14  04:10:00,1.7833333333333335,0.6 
 01/14  04:20:00,1.866666666666667,0.6 
 01/14  04:30:00,1.9500000000000002,0.6 
 01/14  04:40:00,2.0333333333333338,0.6 
 01/14  04:50:00,2.1166666666666669,0.6 
 01/14  05:00:00,2.2,0.6 
 01/14  05:10:00,2.2,0.4 
 01/14  05:20:00,2.2,0.20000000000000005 
 01/14  05:30:00,2.2,0.0 
 01/14  05:40:00,2.2,-0.19999999999999996 
 01/14  05:50:00,2.2,-0.4 
 01/14  06:00:00,2.2,-0.6 
 01/14  06:10:00,2.2,-0.5 
 01/14  06:20:00,2.2,-0.4 
 01/14  06:30:00,2.2,-0.3 
 01/14  06:40:00,2.2,-0.2 
 01/14  06:50:00,2.2,-0.09999999999999998 
 01/14  07:00:00,2.2,0.0 
 01/14  07:10:00,2.2,0.0 
 01/14  07:20:00,2.2,0.0 
 01/14  07:30:00,2.2,0.0 
 01/14  07:40:00,2.2,0.0 
 01/14  07:50:00,2.2,0.0 
 01/14  08:00:00,2.2,0.0 
 01/14  08:10:00,2.2,0.0 
 01/14  08:20:00,2.2,0.0 
 01/14  08:30:00,2.2,0.0 
 01/14  08:40:00,2.2,0.0 
 01/14  08:50:00,2.2,0.0 
 01/14  09:00:00,2.2,0.0 
 01/14  09:10:00,2.3000000000000004,-0.09999999999999999 
 01/14  09:20:00,2.4000000000000005,-0.19999999999999999 
 01/14  09:30:00,2.5,-0.3 
 01/14  09:40:00,2.6,-0.39999999999999999 
 01/14  09:50:00,2.7,-0.5 
 01/14  10:00:00,2.8,-0.6 
 01/14  10:10:00,2.8000000000000004,-0.6833333333333334 
 01/14  10:20:00,2.8,-0.7666666666666667 
 01/14  10:30:00,2.8,-0.8500000000000001 
 01/14  10:40:00,2.8,-0.9333333333333334 
 01/14  10:50:00,2.8,-1.0166666666666667 
 01/14  11:00:00,2.8,-1.1 
 01/14  11:10:00,2.9833333333333336,-1.2000000000000002 
 01/14  11:20:00,3.1666666666666667,-1.3000000000000003 
 01/14  11:30:00,3.3499999999999998,-1.4 
 01/14  11:40:00,3.533333333333333,-1.5 
 01/14  11:50:00,3.7166666666666665,-1.6 
 01/14  12:00:00,3.9,-1.7 
 01/14  12:10:00,4.083333333333333,-1.6 
 01/14  12:20:00,4.266666666666667,-1.5000000000000003 
 01/14  12:30:00,4.45,-1.4 
 01/14  12:40:00,4.633333333333333,-1.3000000000000003 
 01/14  12:50:00,4.816666666666666,-1.2 
 01/14  13:00:00,5.0,-1.1 
 01/14  13:10:00,5.0,-1.4666666666666668 
 01/14  13:20:00,5.0,-1.8333333333333335 
 01/14  13:30:00,5.0,-2.2 
 01/14  13:40:00,5.0,-2.5666666666666666 
 01/14  13:50:00,5.0,-2.933333333333333 
 01/14  14:00:00,5.0,-3.3 
 01/14  14:10:00,5.0,-3.4833333333333336 
 01/14  14:20:00,5.0,-3.666666666666667 
 01/14  14:30:00,5.0,-3.85 
 01/14  14:40:00,5.0,-4.033333333333333 
 01/14  14:50:00,5.0,-4.216666666666667 
 01/14  15:00:00,5.0,-4.4 
 01/14  15:10:00,4.816666666666666,-4.6000000000000009 
 01/14  15:20:00,4.633333333333334,-4.800000000000001 
 01/14  15:30:00,4.45,-5.0 
 01/14  15:40:00,4.266666666666667,-5.2 
 01/14  15:50:00,4.083333333333333,-5.4 
 01/14  16:00:00,3.9,-5.6 
 01/14  16:10:00,3.716666666666667,-5.783333333333333 
 01/14  16:20:00,3.533333333333333,-5.966666666666667 
 01/14  16:30:00,3.3499999999999998,-6.15 
 01/14  16:40:00,3.1666666666666667,-6.333333333333334 
 01/14  16:50:00,2.9833333333333336,-6.516666666666667 
 01/14  17:00:00,2.8,-6.7 
 01/14  17:10:00,2.7,-6.966666666666667 
 01/14  17:20:00,2.6,-7.233333333333334 
 01/14  17:30:00,2.5,-7.5 
 01/14  17:40:00,2.4000000000000005,-7.7666666666666679 
 01/14  17:50:00,2.3,-8.033333333333335 
 01/14  18:00:00,2.2,-8.3 
 01/14  18:10:00,2.0166666666666668,-8.116666666666668 
 01/14  18:20:00,1.8333333333333338,-7.933333333333334 
 01/14  18:30:00,1.6500000000000002,-7.75 
 01/14  18:40:00,1.4666666666666668,-7.566666666666666 
 01/14  18:50:00,1.2833333333333335,-7.383333333333333 
 01/14  19:00:00,1.1,-7.2 
 01/14  19:10:00,1.1,-7.3 
 01/14  19:20:00,1.1,-7.4 
 01/14  19:30:00,1.1,-7.5 
 01/14  19:40:00,1.1,-7.6 
 01/14  19:50:00,1.1,-7.699999999999999 
 01/14  20:00:00,1.1,-7.8 
 01/14  20:10:00,1.0166666666666669,-7.983333333333333 
 01/14  20:20:00,0.9333333333333335,-8.166666666666668 
 01/14  20:30:00,0.8500000000000001,-8.35 
 01/14  20:40:00,0.7666666666666667,-8.533333333333334 
 01/14  20:50:00,0.6833333333333334,-8.716666666666667 
 01/14  21:00:00,0.6,-8.9 
 01/14  21:10:00,0.6,-8.9 
 01/14  21:20:00,0.6,-8.900000000000003 
 01/14  21:30:00,0.6,-8.9 
 01/14  21:40:00,0.6,-8.9 
 01/14  21:50:00,0.6,-8.9 
 01/14  22:00:00,0.6,-8.9 
 01/14  22:10:00,0.5,-8.8 
 01/14  22:20:00,0.4,-8.700000000000001 
 01/14  22:30:00,0.3,-8.600000000000002 
 01/14  22:40:00,0.2,-8.5 
 01/14  22:50:00,0.09999999999999998,-8.4 
 01/14  23:00:00,0.0,-8.3 
 01/14  23:10:00,-0.09999999999999999,-8.216666666666669 
 01/14  23:20:00,-0.19999999999999999,-8.133333333333333 
 01/14  23:30:00,-0.3,-8.05 
 01/14  23:40:00,-0.39999999999999999,-7.966666666666667 
 01/14  23:50:00,-0.5,-7.883333333333333 
 01/14  24:00:00,-0.6,-7.8 
 01/15  00:10:00,-0.7833333333333333,-7.8 
 01/15  00:20:00,-0.9666666666666667,-7.8 
 01/15  00:30:00,-1.15,-7.8 
 01/15  00:40:00,-1.3333333333333333,-7.799999999999999 
 01/15  00:50:00,-1.5166666666666667,-7.8 
 01/15  01:00:00,-1.7,-7.8 
 01/15  01:10:00,-1.7000000000000002,-7.516666666666667 
 01/15  01:20:00,-1.7000000000000002,-7.233333333333333 
 01/15  01:30:00,-1.7,-6.949999999999999 
 01/15  01:40:00,-1.7000000000000002,-6.666666666666666 
 01/15  01:50:00,-1.7,-6.383333333333333 
 01/15  02:00:00,-1.7,-6.1 
 01/15  02:10:00,-1.8833333333333334,-6.1 
 01/15  02:20:00,-2.066666666666667,-6.1000000000000009 
 01/15  02:30:00,-2.25,-6.1 
 01/15  02:40:00,-2.433333333333333,-6.1 
 01/15  02:50:00,-2.6166666666666669,-6.1 
 01/15  03:00:00,-2.8,-6.1 
 01/15  03:10:00,-2.8833333333333335,-6.1 
 01/15  03:20:00,-2.966666666666667,-6.1000000000000009 
 01/15  03:30:00,-3.05,-6.1 
 01/15  03:40:00,-3.133333333333333,-6.1 
 01/15  03:50:00,-3.2166666666666665,-6.1 
 01/15  04:00:00,-3.3,-6.1 
 01/15  04:10:00,-3.216666666666667,-6.016666666666667 
 01/15  04:20:00,-3.1333333333333335,-5.933333333333334 
 01/15  04:30:00,-3.05,-5.85 
 01/15  04:40:00,-2.966666666666667,-5.766666666666667 
 01/15  04:50:00,-2.8833333333333335,-5.683333333333334 
 01/15  05:00:00,-2.8,-5.6 
 01/15  05:10:00,-2.7,-5.4 
 01/15  05:20:00,-2.6,-5.2 
 01/15  05:30:00,-2.5,-5.0 
 01/15  05:40:00,-2.4000000000000005,-4.800000000000001 
 01/15  05:50:00,-2.3,-4.6 
 01/15  06:00:00,-2.2,-4.4 
 01/15  06:10:00,-2.3833333333333335,-4.683333333333334 
 01/15  06:20:00,-2.566666666666667,-4.966666666666667 
 01/15  06:30:00,-2.75,-5.25 
 01/15  06:40:00,-2.933333333333333,-5.533333333333333 
 01/15  06:50:00,-3.1166666666666669,-5.816666666666666 
 01/15  07:00:00,-3.3,-6.1 
 01/15  07:10:00,-3.4,-6.283333333333333 
 01/15  07:20:00,-3.5,-6.466666666666667 
 01/15  07:30:00,-3.5999999999999998,-6.65 
 01/15  07:40:00,-3.6999999999999999,-6.833333333333334 
 01/15  07:50:00,-3.8,-7.016666666666667 
 01/15  08:00:00,-3.9,-7.2 
 01/15  08:10:00,-3.716666666666667,-7.116666666666667 
 01/15  08:20:00,-3.533333333333333,-7.033333333333334 
 01/15  08:30:00,-3.3499999999999998,-6.95 
 01/15  08:40:00,-3.1666666666666667,-6.866666666666667 
 01/15  08:50:00,-2.9833333333333336,-6.783333333333333 
 01/15  09:00:00,-2.8,-6.7 
 01/15  09:10:00,-2.5166666666666668,-6.700000000000001 
 01/15  09:20:00,-2.2333333333333336,-6.700000000000001 
 01/15  09:30:00,-1.95,-6.7 
 01/15  09:40:00,-1.6666666666666668,-6.700000000000001 
 01/15  09:50:00,-1.3833333333333334,-6.7 
 01/15  10:00:00,-1.1,-6.7 
 01/15  10:10:00,-0.9166666666666667,-6.700000000000001 
 01/15  10:20:00,-0.7333333333333335,-6.700000000000001 
 01/15  10:30:00,-0.55,-6.7 
 01/15  10:40:00,-0.36666666666666677,-6.700000000000001 
 01/15  10:50:00,-0.18333333333333333,-6.7 
 01/15  11:00:00,0.0,-6.7 
 01/15  11:10:00,0.09999999999999999,-6.700000000000001 
 01/15  11:20:00,0.19999999999999999,-6.700000000000001 
 01/15  11:30:00,0.3,-6.7 
 01/15  11:40:00,0.39999999999999999,-6.700000000000001 
 01/15  11:50:00,0.5,-6.7 
 01/15  12:00:00,0.6,-6.7 
 01/15  12:10:00,0.7833333333333333,-6.700000000000001 
 01/15  12:20:00,0.9666666666666667,-6.700000000000001 
 01/15  12:30:00,1.15,-6.7 
 01/15  12:40:00,1.3333333333333333,-6.700000000000001 
 01/15  12:50:00,1.5166666666666667,-6.7 
 01/15  13:00:00,1.7,-6.7 
 01/15  13:10:00,1.7833333333333335,-6.883333333333334 
 01/15  13:20:00,1.866666666666667,-7.066666666666667 
 01/15  13:30:00,1.9500000000000002,-7.25 
 01/15  13:40:00,2.0333333333333338,-7.433333333333334 
 01/15  13:50:00,2.1166666666666669,-7.616666666666666 
 01/15  14:00:00,2.2,-7.8 
 01/15  14:10:00,2.1166666666666669,-7.7 
 01/15  14:20:00,2.0333333333333338,-7.6 
 01/15  14:30:00,1.9500000000000002,-7.5 
 01/15  14:40:00,1.8666666666666668,-7.4 
 01/15  14:50:00,1.7833333333333335,-7.3 
 01/15  15:00:00,1.7,-7.2 
 01/15  15:10:00,1.7000000000000002,-7.2 
 01/15  15:20:00,1.7000000000000002,-7.200000000000001 
 01/15  15:30:00,1.7,-7.2 
 01/15  15:40:00,1.7000000000000002,-7.2 
 01/15  15:50:00,1.7,-7.199999999999999 
 01/15  16:00:00,1.7,-7.2 
 01/15  16:10:00,1.6,-6.933333333333334 
 01/15  16:20:00,1.5000000000000003,-6.666666666666667 
 01/15  16:30:00,1.4,-6.4 
 01/15  16:40:00,1.3000000000000003,-6.133333333333333 
 01/15  16:50:00,1.2,-5.866666666666667 
 01/15  17:00:00,1.1,-5.6 
 01/15  17:10:00,1.0166666666666669,-5.6000000000000009 
 01/15  17:20:00,0.9333333333333335,-5.6 
 01/15  17:30:00,0.8500000000000001,-5.6 
 01/15  17:40:00,0.7666666666666667,-5.6 
 01/15  17:50:00,0.6833333333333334,-5.6 
 01/15  18:00:00,0.6,-5.6 
 01/15  18:10:00,0.6833333333333334,-5.683333333333334 
 01/15  18:20:00,0.7666666666666667,-5.766666666666667 
 01/15  18:30:00,0.8500000000000001,-5.85 
 01/15  18:40:00,0.9333333333333334,-5.933333333333334 
 01/15  18:50:00,1.0166666666666667,-6.016666666666666 
 01/15  19:00:00,1.1,-6.1 
 01/15  19:10:00,0.7333333333333334,-6.016666666666667 
 01/15  19:20:00,0.3666666666666668,-5.933333333333334 
 01/15  19:30:00,0.0,-5.85 
 01/15  19:40:00,-0.36666666666666666,-5.766666666666667 
 01/15  19:50:00,-0.7333333333333334,-5.683333333333334 
 01/15  20:00:00,-1.1,-5.6 
 01/15  20:10:00,-0.8166666666666668,-5.5 
 01/15  20:20:00,-0.5333333333333336,-5.4 
 01/15  20:30:00,-0.25000000000000008,-5.3 
 01/15  20:40:00,0.033333333333333218,-5.199999999999999 
 01/15  20:50:00,0.31666666666666667,-5.1 
 01/15  21:00:00,0.6,-5.0 
 01/15  21:10:00,0.5,-5.0 
 01/15  21:20:00,0.4,-5.0 
 01/15  21:30:00,0.3,-5.0 
 01/15  21:40:00,0.2,-5.0 
 01/15  21:50:00,0.09999999999999998,-5.0 
 01/15  22:00:00,0.0,-5.0 
 01/15  22:10:00,0.0,-5.1000000000000009 
 01/15  22:20:00,0.0,-5.2 
 01/15  22:30:00,0.0,-5.3 
 01/15  22:40:00,0.0,-5.4 
 01/15  22:50:00,0.0,-5.5 
 01/15  23:00:00,0.0,-5.6 
 01/15  23:10:00,-0.09999999999999999,-5.316666666666666 
 01/15  23:20:00,-0.19999999999999999,-5.033333333333333 
 01/15  23:30:00,-0.3,-4.75 
 01/15  23:40:00,-0.39999999999999999,-4.466666666666667 
 01/15  23:50:00,-0.5,-4.183333333333333 
 01/15  24:00:00,-0.6,-3.9 
 01/16  00:10:00,-0.6,-3.9 
 01/16  00:20:00,-0.6,-3.9 
 01/16  00:30:00,-0.6,-3.9 
 01/16  00:40:00,-0.6,-3.8999999999999996 
 01/16  00:50:00,-0.6,-3.9 
 01/16  01:00:00,-0.6,-3.9 
 01/16  01:10:00,-0.6833333333333334,-3.9833333333333336 
 01/16  01:20:00,-0.7666666666666667,-4.066666666666666 
 01/16  01:30:00,-0.8500000000000001,-4.15 
 01/16  01:40:00,-0.9333333333333334,-4.233333333333333 
 01/16  01:50:00,-1.0166666666666667,-4.316666666666666 
 01/16  02:00:00,-1.1,-4.4 
 01/16  02:10:00,-1.2000000000000002,-4.6000000000000009 
 01/16  02:20:00,-1.3000000000000003,-4.800000000000001 
 01/16  02:30:00,-1.4,-5.0 
 01/16  02:40:00,-1.5,-5.2 
 01/16  02:50:00,-1.6,-5.4 
 01/16  03:00:00,-1.7,-5.6 
 01/16  03:10:00,-1.7833333333333335,-5.5 
 01/16  03:20:00,-1.866666666666667,-5.4 
 01/16  03:30:00,-1.9500000000000002,-5.3 
 01/16  03:40:00,-2.0333333333333338,-5.199999999999999 
 01/16  03:50:00,-2.1166666666666669,-5.1 
 01/16  04:00:00,-2.2,-5.0 
 01/16  04:10:00,-2.2,-5.0 
 01/16  04:20:00,-2.2,-5.0 
 01/16  04:30:00,-2.2,-5.0 
 01/16  04:40:00,-2.2,-5.0 
 01/16  04:50:00,-2.2,-5.0 
 01/16  05:00:00,-2.2,-5.0 
 01/16  05:10:00,-2.2,-5.0 
 01/16  05:20:00,-2.2,-5.0 
 01/16  05:30:00,-2.2,-5.0 
 01/16  05:40:00,-2.2,-5.0 
 01/16  05:50:00,-2.2,-5.0 
 01/16  06:00:00,-2.2,-5.0 
 01/16  06:10:00,-2.1166666666666669,-5.0 
 01/16  06:20:00,-2.0333333333333338,-5.0 
 01/16  06:30:00,-1.9500000000000002,-5.0 
 01/16  06:40:00,-1.8666666666666668,-5.0 
 01/16  06:50:00,-1.7833333333333335,-5.0 
 01/16  07:00:00,-1.7,-5.0 
 01/16  07:10:00,-1.6,-5.0 
 01/16  07:20:00,-1.5000000000000003,-5.0 
 01/16  07:30:00,-1.4,-5.0 
 01/16  07:40:00,-1.3000000000000003,-5.0 
 01/16  07:50:00,-1.2,-5.0 
 01/16  08:00:00,-1.1,-5.0 
 01/16  08:10:00,-1.0166666666666669,-5.1000000000000009 
 01/16  08:20:00,-0.9333333333333335,-5.2 
 01/16  08:30:00,-0.8500000000000001,-5.3 
 01/16  08:40:00,-0.7666666666666667,-5.4 
 01/16  08:50:00,-0.6833333333333334,-5.5 
 01/16  09:00:00,-0.6,-5.6 
 01/16  09:10:00,-0.5,-5.5 
 01/16  09:20:00,-0.4,-5.4 
 01/16  09:30:00,-0.3,-5.3 
 01/16  09:40:00,-0.2,-5.199999999999999 
 01/16  09:50:00,-0.09999999999999998,-5.1 
 01/16  10:00:00,0.0,-5.0 
 01/16  10:10:00,0.18333333333333336,-4.716666666666667 
 01/16  10:20:00,0.3666666666666667,-4.433333333333334 
 01/16  10:30:00,0.55,-4.15 
 01/16  10:40:00,0.7333333333333334,-3.8666666666666669 
 01/16  10:50:00,0.9166666666666667,-3.583333333333333 
 01/16  11:00:00,1.1,-3.3 
 01/16  11:10:00,1.2000000000000002,-3.216666666666667 
 01/16  11:20:00,1.3000000000000003,-3.1333333333333335 
 01/16  11:30:00,1.4,-3.05 
 01/16  11:40:00,1.5,-2.966666666666667 
 01/16  11:50:00,1.6,-2.8833333333333335 
 01/16  12:00:00,1.7,-2.8 
 01/16  12:10:00,1.7833333333333335,-3.066666666666667 
 01/16  12:20:00,1.866666666666667,-3.3333333333333337 
 01/16  12:30:00,1.9500000000000002,-3.6 
 01/16  12:40:00,2.0333333333333338,-3.866666666666667 
 01/16  12:50:00,2.1166666666666669,-4.133333333333334 
 01/16  13:00:00,2.2,-4.4 
 01/16  13:10:00,2.2,-4.316666666666666 
 01/16  13:20:00,2.2,-4.233333333333334 
 01/16  13:30:00,2.2,-4.15 
 01/16  13:40:00,2.2,-4.066666666666666 
 01/16  13:50:00,2.2,-3.9833333333333336 
 01/16  14:00:00,2.2,-3.9 
 01/16  14:10:00,2.2,-3.9833333333333336 
 01/16  14:20:00,2.2,-4.066666666666666 
 01/16  14:30:00,2.2,-4.15 
 01/16  14:40:00,2.2,-4.233333333333333 
 01/16  14:50:00,2.2,-4.316666666666666 
 01/16  15:00:00,2.2,-4.4 
 01/16  15:10:00,2.2,-4.6000000000000009 
 01/16  15:20:00,2.2,-4.800000000000001 
 01/16  15:30:00,2.2,-5.0 
 01/16  15:40:00,2.2,-5.2 
 01/16  15:50:00,2.2,-5.4 
 01/16  16:00:00,2.2,-5.6 
 01/16  16:10:00,2.1166666666666669,-5.6000000000000009 
 01/16  16:20:00,2.0333333333333338,-5.6 
